[2019-12-24T16:30:19.638] [DEBUG] default - URL: /api/user/ Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:03:11.910] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:03:28.966] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:04:24.309] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:05:31.234] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:05:33.755] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:05:34.753] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:04.132] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:06.016] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:07.629] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:08.225] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:10.834] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:11.267] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:13.019] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:13.312] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:16.981] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:17.991] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:47.362] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:52.576] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:12:57.808] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:03.664] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:04.943] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:05.610] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:06.498] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:06.868] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:08.451] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:08.829] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:10.091] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:13:12.915] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:06.016] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:11.408] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:13.695] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:14.293] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:15.392] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:15.655] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:16.259] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:20.389] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:27.921] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:15:33.310] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:16:11.377] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:16:13.980] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:16:16.064] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:16:18.360] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:16:31.575] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:17:10.416] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:17:12.896] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:17:15.338] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:17:40.985] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:21:02.495] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:21:03.631] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
[2019-12-24T17:21:04.997] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTc3MTAwNTY3LCJleHAiOjE1Nzc3MDUzNjd9.Op-5dORIjTl70duJYk-8QPPu0b2WtxRMzqoSLGjyDzk User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
